Cidade,UF,Latitude,Longitude
Realeza,PR,-25.6743291753672,-53.54353178638699
Rebouças,PR,-25.658496721864996,-50.620938586612645
Renascença,PR,-26.225077750168527,-52.95087258341212
Reserva,PR,-24.595311485829203,-50.95654638439223
Reserva do Iguaçu,PR,-25.867717087659134,-51.96372018906268
Ribeirão Claro,PR,-23.261615625126627,-49.76275948183228
Ribeirão do Pinhal,PR,-23.448194934461185,-50.3743179902753
Rio Azul,PR,-25.72082134859782,-50.79266771772636
Rio Bom,PR,-23.79738317846229,-51.4333714487509
Rio Bonito do Iguaçu,PR,-25.546569678464984,-52.608518437342234
Rio Branco do Ivaí,PR,-24.3463925911195,-51.33625810343507
Rio Branco do Sul,PR,-25.076398061876066,-49.34728115712202
Rio Negro,PR,-26.09473425608332,-49.68352988973268
Rolândia,PR,-23.271242252228905,-51.40920752403156
Roncador,PR,-24.565818289998276,-52.26128219849976
Rondon,PR,-23.47761706417625,-52.804509674387035
Rosário do Ivaí,PR,-24.316308260596767,-51.2031093674315
Sabáudia,PR,-23.348677425949624,-51.58448915780806
Salgado Filho,PR,-26.138206757836727,-53.41832277157684
Salto do Itararé,PR,-23.63078490246103,-49.68303350754389
Salto do Lontra,PR,-25.775359844830557,-53.28705863152422
Santa Amélia,PR,-23.259077430213537,-50.41011258618982
Santa Cecília do Pavão,PR,-23.54301190601226,-50.799396404114404
Santa Cruz de Monte Castelo,PR,-23.084872453125612,-53.36291590187158
Santa Fé,PR,-23.063045410843326,-51.838763881330614
Santa Helena,PR,-24.888790442045995,-54.305622232156956
Santa Inês,PR,-22.71294232035731,-51.897825792578935
Santa Isabel do Ivaí,PR,-23.114452657958182,-53.240705730424345
Santa Izabel do Oeste,PR,-25.783514786330866,-53.423046579741886
Santa Lúcia,PR,-25.383137412694687,-53.55304063070502
Santa Maria do Oeste,PR,-24.90912582871753,-51.92963223183951
Santa Mariana,PR,-23.06056960825256,-50.53883073683129
Santa Mônica,PR,-23.15432964165898,-53.109196226465286
Santana do Itararé,PR,-23.750771458916084,-49.63237297404333
Santa Tereza do Oeste,PR,-25.036548543777982,-53.606025428502306
Santa Terezinha de Itaipu,PR,-25.45381180092784,-54.429568104280634
Santo Antônio da Platina,PR,-23.29660690045723,-50.085656964430996
Santo Antônio do Caiuá,PR,-22.698992561191798,-52.35611880932652
Santo Antônio do Paraíso,PR,-23.580289076182577,-50.630630571562165
Santo Antônio do Sudoeste,PR,-26.066583574607755,-53.63319931529587
Santo Inácio,PR,-22.718699610391173,-51.80195167989324
São Carlos do Ivaí,PR,-23.34214644495868,-52.480465296431696
São Jerônimo da Serra,PR,-23.716172070377382,-50.77842260636074
São João,PR,-25.773965864164055,-52.793062526370875
São João do Caiuá,PR,-22.838198642544747,-52.33069807077316
São João do Ivaí,PR,-23.9926140969029,-51.8480781099669
São João do Triunfo,PR,-25.669943549021927,-50.28672329594386
São Jorge d'Oeste,PR,-25.65585169315481,-52.94007101813079
São Jorge do Ivaí,PR,-23.434988883411503,-52.31689789418736
São Jorge do Patrocínio,PR,-23.738831477855037,-53.94696633656069
São José da Boa Vista,PR,-23.958627916809974,-49.67120725241254
São José das Palmeiras,PR,-24.815460735238855,-54.11957012184055
São José dos Pinhais,PR,-25.664269835822566,-49.094963908516846
São Manoel do Paraná,PR,-23.37230975675572,-52.61240577996232
São Mateus do Sul,PR,-25.90811016298638,-50.44198734733463
São Miguel do Iguaçu,PR,-25.387379792478317,-54.262040615964196
São Pedro do Iguaçu,PR,-24.906475579484187,-53.89076264819813
São Pedro do Ivaí,PR,-23.84552824296928,-51.87179695006749
São Pedro do Paraná,PR,-22.784934855660868,-53.18125680827368
São Sebastião da Amoreira,PR,-23.454814928483792,-50.72268562048087
São Tomé,PR,-23.524480981619195,-52.538777079007424
Sapopema,PR,-23.8751682964526,-50.60462066896323
Sarandi,PR,-23.46822452106138,-51.86705572313026
Saudade do Iguaçu,PR,-25.7131835803889,-52.6043694713715
Sengés,PR,-24.248967738409334,-49.45599274383293
Serranópolis do Iguaçu,PR,-25.476904627426627,-54.02756417777988
Sertaneja,PR,-22.934126188240676,-50.87501940000208
Sertanópolis,PR,-23.057290399553747,-51.07196411795479
Siqueira Campos,PR,-23.63913529738285,-49.792939323954336
Sulina,PR,-25.693335053063187,-52.71855673865623
Tamarana,PR,-23.822211973769914,-51.051967001307624
Tamboara,PR,-23.198508515220652,-52.483848594980046
Tapejara,PR,-23.658404910217158,-52.89030230832407
Tapira,PR,-23.329047935078776,-53.13407437675095
Teixeira Soares,PR,-25.313327960064807,-50.40848519919637
Telêmaco Borba,PR,-24.249899525275822,-50.522565357279426
Terra Boa,PR,-23.696621451495737,-52.38803500046906
Terra Rica,PR,-22.72935464737226,-52.68164592038684
Terra Roxa,PR,-24.208584984422462,-54.06277720976839
Tibagi,PR,-24.657224741266777,-50.46869959728576
Tijucas do Sul,PR,-25.901440698500114,-49.1121491736989
Toledo,PR,-24.70471985228217,-53.77792584349121
Tomazina,PR,-23.72530946496613,-49.96272740934801
Três Barras do Paraná,PR,-25.438644953828653,-53.22480643187672
Tunas do Paraná,PR,-24.952524319605484,-48.90260955931546
Tuneiras do Oeste,PR,-23.87916575045956,-52.84349123186254
Tupãssi,PR,-24.645971856371084,-53.509301349483884
Turvo,PR,-25.011836140301025,-51.48044156017139
Ubiratã,PR,-24.50487637206178,-53.02167135440531
Umuarama,PR,-23.67970410196802,-53.414175415022896
União da Vitória,PR,-26.109320296533923,-51.07491768807212
Uniflor,PR,-23.067017266500066,-52.109109024014465
Uraí,PR,-23.216310637708936,-50.82992112808062
Wenceslau Braz,PR,-23.85506889811615,-49.78449906293596
Ventania,PR,-24.18968811566927,-50.2398809261268
Vera Cruz do Oeste,PR,-25.00733684655537,-53.920473555293256
Verê,PR,-25.875062518280586,-52.95837694635011
Alto Paraíso,PR,-23.538777613588568,-53.82464239149413
Doutor Ulysses,PR,-24.626350349082788,-49.392963471809644
Virmond,PR,-25.406600096860092,-52.23682375463058
Vitorino,PR,-26.28119339571407,-52.80780147766203
Xambrê,PR,-23.735726711144228,-53.5919574530366
Abdon Batista,SC,-27.583808140342658,-51.05626295821184
Abelardo Luz,SC,-26.56237175249965,-52.25574024769207
Agrolândia,SC,-27.455070953619245,-49.824783901649305
Agronômica,SC,-27.327537596616533,-49.720749655249726
Água Doce,SC,-26.764266239315205,-51.6124414528196
Águas de Chapecó,SC,-27.054348746762233,-52.95672415961866
Águas Frias,SC,-26.851632247065396,-52.852313730908385
Águas Mornas,SC,-27.733435281074357,-48.93601391381591
Alfredo Wagner,SC,-27.705879003166512,-49.33077432086186
Alto Bela Vista,SC,-27.421509804038,-51.92595620853934
Anchieta,SC,-26.53292931178151,-53.33309804121965
Angelina,SC,-27.542979759164073,-49.067217728683154
Anita Garibaldi,SC,-27.730278071454745,-51.07956368962214
Anitápolis,SC,-27.87972381978478,-49.13874410672078
Antônio Carlos,SC,-27.497451794769756,-48.83098233147596
Apiúna,SC,-27.124450505725886,-49.36424782368682
Arabutã,SC,-27.14085760624489,-52.18154795303049
Araquari,SC,-26.461654817796667,-48.75777615263904
Araranguá,SC,-28.9422594601775,-49.47114498399945
Armazém,SC,-28.237858715963476,-49.01468064018119
Arroio Trinta,SC,-26.921487605856314,-51.33667457827026
Arvoredo,SC,-27.07083836811663,-52.44198548974163
Ascurra,SC,-26.973626411693804,-49.395968253347256
Atalanta,SC,-27.43729714078969,-49.74254779996824
Aurora,SC,-27.329617519524447,-49.59034555251305
Balneário Arroio do Silva,SC,-29.019444787657438,-49.475042529419476
Balneário Camboriú,SC,-27.004728309326875,-48.62174514228479
Balneário Barra do Sul,SC,-26.446397331110305,-48.65256906204607
Balneário Gaivota,SC,-29.153488112351663,-49.61535249451865
Bandeirante,SC,-26.768580757352495,-53.64816489944625
Barra Bonita,SC,-26.668341769156015,-53.42505653458887
Barra Velha,SC,-26.662417092938032,-48.72738100317554
Bela Vista do Toldo,SC,-26.417931357996153,-50.48684515012106
Belmonte,SC,-26.857076390338246,-53.618059645384186
Benedito Novo,SC,-26.80087511376371,-49.435384064287895
Biguaçu,SC,-27.433493311837864,-48.69395569440617
Blumenau,SC,-26.885552637643666,-49.0973017452259
Bocaina do Sul,SC,-27.76307307013201,-49.909172788124216
Bombinhas,SC,-27.17324991181695,-48.51748584687266
Bom Jardim da Serra,SC,-28.360818586801408,-49.65242103707237
Bom Jesus,SC,-26.739029713024944,-52.389990088082214
Bom Jesus do Oeste,SC,-26.684008377477106,-53.09528889244874
Bom Retiro,SC,-27.785271921284014,-49.56305499150599
Botuverá,SC,-27.218553383268137,-49.12352118107453
Braço do Norte,SC,-28.240917050441585,-49.142366410783104
Braço do Trombudo,SC,-27.368584690396233,-49.9036143917496
Brunópolis,SC,-27.34693271594503,-50.844962594091115
Brusque,SC,-27.12495798051478,-48.909729821034496
Caçador,SC,-26.762969848204687,-51.084697701469864
Caibi,SC,-27.02513212597693,-53.26304951300057
Calmon,SC,-26.622120442252843,-51.00687206592093
Camboriú,SC,-27.07091541050919,-48.708980831124165
Capão Alto,SC,-28.06202206691153,-50.60685898490329
Campo Alegre,SC,-26.120498094160734,-49.217503953244275
Campo Belo do Sul,SC,-27.84684967057283,-50.77111220986689
Campo Erê,SC,-26.45037859999226,-53.13028360197933
Campos Novos,SC,-27.412862773314746,-51.24455982277119
Canelinha,SC,-27.234571080170575,-48.802320632598786
Canoinhas,SC,-26.249686824305904,-50.533335695263936
Capinzal,SC,-27.41191478389975,-51.63081228125155
Capivari de Baixo,SC,-28.455550205803075,-48.943386832381876
Catanduvas,SC,-27.044976779078624,-51.69640212926643
Caxambu do Sul,SC,-27.146697995898688,-52.92020696000077
Celso Ramos,SC,-27.651951587525893,-51.30825372767492
Cerro Negro,SC,-27.776198446078638,-50.93191171662775
Chapadão do Lageado,SC,-27.582710983912254,-49.556375689972775
Chapecó,SC,-27.125061490727948,-52.650352293871045
Cocal do Sul,SC,-28.598693066429707,-49.33392980746806
Concórdia,SC,-27.239083063149604,-52.007369594379654
Cordilheira Alta,SC,-26.97570002699433,-52.64166312790865
Coronel Freitas,SC,-26.883142974173104,-52.725056240983335
Coronel Martins,SC,-26.534636691260687,-52.67187428468967
Corupá,SC,-26.439907974616617,-49.32670949615231
Correia Pinto,SC,-27.596774702473308,-50.37811327939785
Criciúma,SC,-28.715649196355827,-49.37971271664099
Cunha Porã,SC,-26.879208395818754,-53.190664176827056
Cunhataí,SC,-26.975079544909264,-53.100870050601415
Curitibanos,SC,-27.29277505526261,-50.61755484715737
Descanso,SC,-26.858384400552477,-53.47929900725035
Dionísio Cerqueira,SC,-26.32982443196739,-53.533090058841225
Dona Emma,SC,-26.988691411797316,-49.7780830325656
Doutor Pedrinho,SC,-26.70551697967979,-49.5538378568689
Entre Rios,SC,-26.73969553399781,-52.578368916830236
Ermo,SC,-28.990333307087944,-49.652919241234194
Erval Velho,SC,-27.284341368961698,-51.42189420646062
Faxinal dos Guedes,SC,-26.846613150807137,-52.24431984541219
Flor do Sertão,SC,-26.763773833513127,-53.33733946352165
Florianópolis,SC,-27.577647827362725,-48.50816622305268
Formosa do Sul,SC,-26.634181366748294,-52.79378827644057
Forquilhinha,SC,-28.781676867311578,-49.49328041232815
Fraiburgo,SC,-27.037759775759184,-50.872442868054335
Frei Rogério,SC,-27.191718997569964,-50.765648420473205
Galvão,SC,-26.449399186654425,-52.65900631511432
Garopaba,SC,-28.04671561689031,-48.65893354089405
Garuva,SC,-26.057091281258963,-48.86732386792377
Gaspar,SC,-26.931289841932994,-48.9660368758143
Governador Celso Ramos,SC,-27.376598667649773,-48.57723011617986
Grão-Pará,SC,-28.154992206116724,-49.31403574538497
Gravatal,SC,-28.354006071821463,-49.01952745726642
Guabiruba,SC,-27.10331671152507,-49.0207409947637
Guaraciaba,SC,-26.580088424906222,-53.571084807419254
Guaramirim,SC,-26.47651848011912,-48.9448779655078
Guarujá do Sul,SC,-26.398332941871768,-53.48401995170865
Guatambú,SC,-27.11644496806549,-52.78338586348345
Herval d'Oeste,SC,-27.195362584981574,-51.4106675491202
Ibiam,SC,-27.208358234713078,-51.21547363944532
Ibicaré,SC,-27.092446326168986,-51.37004640976681
Ibirama,SC,-27.018108128579232,-49.5285411435009
Içara,SC,-28.75158376880296,-49.27733571975157
Ilhota,SC,-26.8590101751988,-48.8573657484651
Imaruí,SC,-28.231400917805786,-48.834405452416284
Imbituba,SC,-28.19421226805712,-48.70266059050037
Imbuia,SC,-27.502898233081506,-49.40652987064289
Indaial,SC,-26.994898226573643,-49.22418550303355
Iomerê,SC,-26.987721867570386,-51.275508594599316
Ipira,SC,-27.370792634595084,-51.79870025898412
Iporã do Oeste,SC,-27.00041419797986,-53.48941157668217
Ipuaçu,SC,-26.67870402113577,-52.476010232710905
Ipumirim,SC,-27.040268827546686,-52.15290329236916
Iraceminha,SC,-26.84530378946053,-53.3244547596702
Irani,SC,-27.025201651975436,-51.91794783415757
Irati,SC,-26.62758508466316,-52.89009966442635
Irineópolis,SC,-26.356992656000237,-50.760695406759616
Itá,SC,-27.24400312494374,-52.33215371117634
Itaiópolis,SC,-26.47192822726282,-49.89131975614302
Itajaí,SC,-26.96897026234828,-48.75339957613255
Itapema,SC,-27.108574953820597,-48.634424905958866
Itapiranga,SC,-27.11219067879905,-53.711680827530564
Itapoá,SC,-26.082431562933525,-48.65235652898151
Ituporanga,SC,-27.453402810467708,-49.53887821520763
Jaborá,SC,-27.141497329386265,-51.77267211787833
Jacinto Machado,SC,-28.994788930205726,-49.848145076036666
Jaguaruna,SC,-28.6578415744749,-49.04471465923031
Jaraguá do Sul,SC,-26.481782337021944,-49.15996989554271
Jardinópolis,SC,-26.717186007846916,-52.87130456915965
Joaçaba,SC,-27.15177449195267,-51.59293820836821
Joinville,SC,-26.244203472753753,-48.951431617412936
José Boiteux,SC,-26.859427687738144,-49.6463173539595
Jupiá,SC,-26.394096576617674,-52.720918727489334
Lacerdópolis,SC,-27.250875141744256,-51.590314446478864
Lages,SC,-28.019743450430536,-50.34041785200538
Laguna,SC,-28.48635165039173,-48.82591033015165
Lajeado Grande,SC,-26.85493670687214,-52.5520832342469
Laurentino,SC,-27.207970302127876,-49.733612891995435
Lauro Müller,SC,-28.384566077790982,-49.45193470750638
Lebon Régis,SC,-26.858297167284856,-50.702566483660426
Leoberto Leal,SC,-27.472019874359443,-49.25721225497043
Lindóia do Sul,SC,-27.031475663789273,-52.052470802087036
Lontras,SC,-27.189400054434607,-49.507311909929186
Luiz Alves,SC,-26.727326490883755,-48.891075412205694
Luzerna,SC,-27.09040574797419,-51.50563654121092
Macieira,SC,-26.803497491993486,-51.353134975242924
Mafra,SC,-26.200684038507983,-49.889632942067394
Major Gercino,SC,-27.427909639181767,-49.052614860924706
Major Vieira,SC,-26.481093092840574,-50.36155554681707
Maracajá,SC,-28.86395756365872,-49.455545655829766
Maravilha,SC,-26.759965300161298,-53.19811286334481
Marema,SC,-26.812374855120492,-52.63007110889988
Massaranduba,SC,-26.626875877563187,-48.98818923617462
Matos Costa,SC,-26.48125403179655,-51.14182217493725
Meleiro,SC,-28.841727180780055,-49.601800721896325
Mirim Doce,SC,-27.18557121766452,-50.175149236334754
Modelo,SC,-26.774772103669335,-53.05109447357651
Mondaí,SC,-27.099266442649625,-53.44648490085829
Monte Carlo,SC,-27.193720822930473,-50.92753111521266
Monte Castelo,SC,-26.66057040979166,-50.29152575417596
Morro da Fumaça,SC,-28.637690056976414,-49.2428644302362
Morro Grande,SC,-28.722018799176013,-49.74049666520089
Navegantes,SC,-26.828725708400754,-48.727410045831725
Nova Erechim,SC,-26.9081568833486,-52.906692586695
Nova Itaberaba,SC,-26.961131437056384,-52.83316673885529
Nova Trento,SC,-27.31323681929833,-49.0413418275391
Nova Veneza,SC,-28.684699440529275,-49.58491219916514
Novo Horizonte,SC,-26.494952610045615,-52.79637401793955
Orleans,SC,-28.27987560999182,-49.37189874607126
Otacílio Costa,SC,-27.517109400889787,-49.9716870315883
Ouro,SC,-27.283412751212197,-51.68188705333395
Ouro Verde,SC,-26.711521822395937,-52.27875804913376
Paial,SC,-27.21299388995372,-52.48786610808953
Painel,SC,-27.96353248261575,-50.07210816563637
Palhoça,SC,-27.77172544263221,-48.6617137480422
Palma Sola,SC,-26.373494467402136,-53.31451590992573
Palmeira,SC,-27.56254649741998,-50.1616320728981
Palmitos,SC,-27.092569804748834,-53.179819780592894
Papanduva,SC,-26.50207848289956,-50.17236752518559
Paraíso,SC,-26.662778885291345,-53.67830227789605
Passo de Torres,SC,-29.267237724313038,-49.721930063691026
Passos Maia,SC,-26.706012919486273,-51.96104551328836
Paulo Lopes,SC,-27.964793087264542,-48.76015844416017
Pedras Grandes,SC,-28.47939535612482,-49.20446486052789
Penha,SC,-26.807755736721624,-48.65076246103808
Peritiba,SC,-27.351351039676175,-51.87505826977843
Pescaria Brava,SC,-28.401753010058787,-48.88364133731469
Petrolândia,SC,-27.545705186241026,-49.68272227927132
Balneário Piçarras,SC,-26.75948330821356,-48.733293932205946
Pinhalzinho,SC,-26.829360991032228,-52.97663040080181
Pinheiro Preto,SC,-27.049428275606083,-51.23605700516786
Piratuba,SC,-27.46120651623727,-51.77281604531198
Planalto Alegre,SC,-27.0519516963925,-52.86898531882063
Pomerode,SC,-26.728143081032524,-49.173307162660876
Ponte Alta,SC,-27.410111032607563,-50.29871334646332
Ponte Alta do Norte,SC,-27.180269161319206,-50.418576187435825
Ponte Serrada,SC,-26.861738292743382,-51.92818726589344
Porto Belo,SC,-27.174790369492968,-48.61643219988789
Porto União,SC,-26.383547516357737,-51.00782080067218
Pouso Redondo,SC,-27.28613341538922,-49.97726939128153
Praia Grande,SC,-29.18182383940024,-49.98946672449121
Presidente Castello Branco,SC,-27.233328244831874,-51.78093558534477
Presidente Getúlio,SC,-27.062561853676375,-49.714422412605536
Presidente Nereu,SC,-27.268228215522026,-49.35492868489509
Princesa,SC,-26.43293868289492,-53.611776877534865
Quilombo,SC,-26.729214198761905,-52.71797781451937
Rancho Queimado,SC,-27.67390492731708,-49.08988670927976
Rio das Antas,SC,-26.909058276518486,-51.06341783429224
Rio do Campo,SC,-26.892270856785977,-50.13138162976024
Rio do Oeste,SC,-27.158939063909262,-49.84167759203042
Rio dos Cedros,SC,-26.617868561028413,-49.36841429604255
Rio do Sul,SC,-27.196016098608006,-49.629954968573834
Rio Fortuna,SC,-28.093397288271518,-49.19058695282706
Rio Negrinho,SC,-26.442544060423135,-49.59612064596131
Rio Rufino,SC,-27.91420442318355,-49.7533725150475
Riqueza,SC,-26.978421021975,-53.34435638573459
Rodeio,SC,-26.895079455853683,-49.351036020115124
Romelândia,SC,-26.64836209128607,-53.31711364933807
Salete,SC,-26.969598306390743,-50.0106806653636
Saltinho,SC,-26.59051327530755,-53.022277554536984
Salto Veloso,SC,-26.895926839329334,-51.42802113320844
Sangão,SC,-28.651306089383947,-49.12583202300739
Santa Cecília,SC,-26.925890909887833,-50.44622910720108
Santa Helena,SC,-26.921951686740606,-53.61965312580025
Santa Rosa de Lima,SC,-28.011892141152988,-49.18187740727248
Santa Rosa do Sul,SC,-29.12146424235662,-49.743755558205585
Santa Terezinha,SC,-26.667525515929107,-50.00530246850283
Santa Terezinha do Progresso,SC,-26.59273876544784,-53.169924832195
Santiago do Sul,SC,-26.63086749968088,-52.697313662847996
Santo Amaro da Imperatriz,SC,-27.741711133051776,-48.79654070087142
São Bernardino,SC,-26.487680285299064,-52.9876146675708
São Bento do Sul,SC,-26.29486176258533,-49.34999624306938
São Bonifácio,SC,-27.956493473439075,-48.93909448136279
São Carlos,SC,-27.03009407931096,-53.03140923144403
São Cristóvão do Sul,SC,-27.295191598300388,-50.349499569293904
São Domingos,SC,-26.539327021842595,-52.55459020041857
São Francisco do Sul,SC,-26.261539064453395,-48.64033010836508
São João do Oeste,SC,-27.091588719317162,-53.59166425597076
São João Batista,SC,-27.328893807313353,-48.85901241242188
São João do Itaperiú,SC,-26.591033957078192,-48.7977346312012
São João do Sul,SC,-29.205547482135326,-49.81346898573352
São Joaquim,SC,-28.298208791456815,-50.013943214269105
São José,SC,-27.57845671576276,-48.65625615484725
São José do Cedro,SC,-26.480840433471712,-53.533731263539366
São José do Cerrito,SC,-27.59817559873658,-50.650317548812566
São Lourenço do Oeste,SC,-26.465415846083914,-52.8597738770943
São Ludgero,SC,-28.353122503879067,-49.168164328297166
São Martinho,SC,-28.124524880131233,-48.97191227066237
São Miguel da Boa Vista,SC,-26.689637254444627,-53.23995915837246
São Miguel do Oeste,SC,-26.72721809232257,-53.51212484848429
São Pedro de Alcântara,SC,-27.591562339594926,-48.83712699471099
Saudades,SC,-26.897185038722093,-53.0400236956174
Schroeder,SC,-26.367928092637722,-49.060460609653305
Seara,SC,-27.147809921898535,-52.34069117053266
Serra Alta,SC,-26.692608982747252,-53.02523945490388
Siderópolis,SC,-28.583258672737795,-49.52670079438363
Sombrio,SC,-29.07017787366855,-49.655928286007736
Sul Brasil,SC,-26.695322379532847,-52.9468031843293
Taió,SC,-27.078421600497332,-50.092454312980706
Tangará,SC,-27.147004534739576,-51.147087835374705
Tigrinhos,SC,-26.676059789351328,-53.15654744942618
Tijucas,SC,-27.24751898551124,-48.70089505493026
Timbé do Sul,SC,-28.80735900667586,-49.868455770575096
Timbó,SC,-26.808180176571557,-49.26884926134107
Timbó Grande,SC,-26.624202049365767,-50.66566038855239
Três Barras,SC,-26.169872354904786,-50.25523217956665
Treviso,SC,-28.499146720377045,-49.48984321821596
Treze de Maio,SC,-28.56621039379582,-49.15418818082083
Treze Tílias,SC,-26.96476185873749,-51.4493707317517
Trombudo Central,SC,-27.312085939130952,-49.81141523749235
Tubarão,SC,-28.48154853280629,-49.03726171246375
Tunápolis,SC,-26.988109275726874,-53.649948674214855
Turvo,SC,-28.903062826468723,-49.70343180867238
União do Oeste,SC,-26.78665907695057,-52.85600862798846
Urubici,SC,-28.038807899268,-49.57742743604595
Urupema,SC,-28.023624468823815,-49.90088181068532
Urussanga,SC,-28.49266930254418,-49.328273814231636
Vargeão,SC,-26.77864111833077,-52.124160777313406
Vargem,SC,-27.466853393352704,-50.950469990218174
Vargem Bonita,SC,-26.944961292195803,-51.756627957976626
Vidal Ramos,SC,-27.387814011903142,-49.34773824767975
Videira,SC,-27.006531700625683,-51.126826207601844
Vitor Meireles,SC,-26.82640157667157,-49.84519692094597
Witmarsum,SC,-26.93733832932491,-49.84175486776732
Xanxerê,SC,-26.87223167666537,-52.409760723977215
Xavantina,SC,-27.021196735266017,-52.321886057779416
Xaxim,SC,-26.970264292824954,-52.52911069567358
Zortéa,SC,-27.47695965845879,-51.535604528596856
Balneário Rincão,SC,-28.826729318030978,-49.254230368205214
Lagoa Mirim,RS,-32.74934154456789,-52.97031120900327
Lagoa dos Patos,RS,-31.061324315350152,-51.35661081818973
Aceguá,RS,-31.690443647336892,-54.139220032020276
Água Santa,RS,-28.213825633933737,-52.05174096367794
Agudo,RS,-29.607960300950595,-53.22656994717556
Ajuricaba,RS,-28.20990510451519,-53.737198925734496
Alecrim,RS,-27.65172225793096,-54.78321719678169
Alegrete,RS,-29.763349814346782,-55.83597999386964
Alegria,RS,-27.81352955002281,-54.05620519238639
Almirante Tamandaré do Sul,RS,-28.129923779972955,-52.90765401380568
Alpestre,RS,-27.21722495657545,-53.06352828677392
Alto Alegre,RS,-28.804307649612394,-52.98892399481929
Alto Feliz,RS,-29.363059150506437,-51.30451197089215
Alvorada,RS,-29.99497657518503,-51.037419371646905
Amaral Ferrador,RS,-30.810159671398665,-52.317408392604
Ametista do Sul,RS,-27.36558499700462,-53.19262189188829
André da Rocha,RS,-28.594240926113198,-51.50418792296865
Anta Gorda,RS,-28.97012657179088,-51.99460960223066
Antônio Prado,RS,-28.88224951227,-51.31632983205931
Arambaré,RS,-30.91848870173303,-51.57864444917979
Araricá,RS,-29.634983792557414,-50.934580211146795
Aratiba,RS,-27.38743149681185,-52.30237857975563
Arroio do Meio,RS,-29.36210748385259,-51.96501996170024
Arroio do Sal,RS,-29.520389217596637,-49.893098582338716
Arroio do Padre,RS,-31.44035911053928,-52.39750581379766
Arroio dos Ratos,RS,-30.19281820321264,-51.75194697133221
Arroio do Tigre,RS,-29.258815148951445,-53.05224410888267
Arroio Grande,RS,-32.18813592583568,-52.91973450015851
Arvorezinha,RS,-28.863934025637345,-52.18704767242104
Augusto Pestana,RS,-28.533835739526292,-54.00729441886294
Áurea,RS,-27.7084833366291,-52.07644971390352
Bagé,RS,-31.235989238612337,-54.016144306298465
Balneário Pinhal,RS,-30.211202737749186,-50.29377412024917
Barão,RS,-29.38508883742095,-51.488917198118415
Barão de Cotegipe,RS,-27.567649757373417,-52.41721609133866
Barão do Triunfo,RS,-30.417311795211752,-51.79846847893135
Barracão,RS,-27.723030491931883,-51.43865101601618
Barra do Guarita,RS,-27.205294056964384,-53.76366182041819
Barra do Quaraí,RS,-30.151276534455253,-57.33527625897409
Barra do Ribeiro,RS,-30.373803395032716,-51.357639377796396
Barra do Rio Azul,RS,-27.40300663288664,-52.406713114697894
Barra Funda,RS,-27.921690174699872,-53.01670500917042
Barros Cassal,RS,-29.113283116075685,-52.58867475687378
Benjamin Constant do Sul,RS,-27.48478739210213,-52.642625219838415
Bento Gonçalves,RS,-29.125314129256086,-51.55149522483173
Boa Vista das Missões,RS,-27.70156735436862,-53.341522310747074
Boa Vista do Buricá,RS,-27.67479518343942,-54.09976861915298
Boa Vista do Cadeado,RS,-28.65596975953761,-53.837575633254644
Boa Vista do Incra,RS,-28.865171639621956,-53.46149523732367
Boa Vista do Sul,RS,-29.351040744749678,-51.67195730785718
Bom Jesus,RS,-28.597956772827168,-50.423308801399145
Bom Princípio,RS,-29.470407623914124,-51.36342437164997
Bom Progresso,RS,-27.545254371080624,-53.84892619065283
Bom Retiro do Sul,RS,-29.637717117808045,-51.92256183355235
Boqueirão do Leão,RS,-29.305712491993514,-52.413933212011266
Bossoroca,RS,-28.66162325544868,-54.971454539955836
Bozano,RS,-28.35429942936561,-53.75177728423083
Braga,RS,-27.581180835199905,-53.742160296454806
Brochier,RS,-29.53701395375799,-51.62229338201261
Butiá,RS,-30.18332476707033,-52.00473815859856
Caçapava do Sul,RS,-30.59295564921426,-53.47775160189891
Cacequi,RS,-29.92031083732344,-54.80269245780615
Cachoeira do Sul,RS,-30.205614578306843,-52.98638626893979
Cachoeirinha,RS,-29.92091624079496,-51.09531900005445
Cacique Doble,RS,-27.814094652432427,-51.67692810010017
Caibaté,RS,-28.335311429186824,-54.65526918690545
Caiçara,RS,-27.246537974655208,-53.4665647392164
Camaquã,RS,-30.92226670899556,-51.78860682659568
Camargo,RS,-28.616385055519522,-52.22125747981779
Cambará do Sul,RS,-29.05797537893983,-50.13521988997594
Campestre da Serra,RS,-28.726127278452154,-51.09876085611482
Campina das Missões,RS,-27.962967234671332,-54.834117779843695
Campinas do Sul,RS,-27.736224629183898,-52.65746763826878
Campo Bom,RS,-29.672681098366873,-51.048535995251264
Campo Novo,RS,-27.66830008460551,-53.82460650599871
Campos Borges,RS,-28.905597293527396,-53.0577228165611
Candelária,RS,-29.700198047038914,-52.81324312216337
Cândido Godói,RS,-27.93369000894063,-54.71948990513297
Candiota,RS,-31.554150367854813,-53.745638924294234
Canela,RS,-29.351339767591462,-50.77516161719529
Canguçu,RS,-31.216794321391525,-52.66934686369934
Canoas,RS,-29.912208799501215,-51.17964918995149
Canudos do Vale,RS,-29.327002590786154,-52.23415423463501
Capão Bonito do Sul,RS,-28.152315890813032,-51.38915680136778
Capão da Canoa,RS,-29.679734719236567,-49.999802090487265
Capão do Cipó,RS,-28.95915508032521,-54.58243445216689
Capão do Leão,RS,-31.83325488359413,-52.53827630064326
